"","Cardiac.Fibroblasts","Ventricular.Cardiomyocyte","Endothelial.Cell","Schwann.Cell","Cardiac.Pericyte","Macrophage"
"chr3-155670001-155675000",0.822608541124386,-0.485894328795204,-0.150363604188739,-0.00196794783333787,-0.066440943556579,-0.108062276978609
"chr3-156120001-156125000",-0.0697630479181724,-0.142669976226863,-0.0812705460304776,0.0342032820809921,0.819118174971587,-0.0871140023456154
"chr3-156140001-156145000",-0.0540618814278482,-0.213980305503181,-0.0991766564422587,-0.00776129142635128,0.86804360882376,-0.204804039850115
"chr3-156370001-156375000",0.00866884711467204,-0.245453673683673,-0.0794157796571869,0.00938603768909628,-0.0828680530859297,0.782046230258013
"chr3-156385001-156390000",0.779200906444277,-0.42642877364001,-0.136472299009212,-0.226710041821947,-0.0556604415667935,-0.0281560422547444
"chr3-156485001-156490000",0.756395642580698,-0.479308067775219,-0.0844356554964595,0.0453953569929631,-0.0547830373777909,-0.00189234679334678
"chr3-156985001-156990000",-0.0730943787961482,-0.190608107394652,-0.009273376722917,-0.123442111995377,-0.0376747836798884,0.788680491416315
"chr3-157095001-157100000",-0.731196684719418,0.787805121062068,-0.617791439133536,-0.248207107991477,-0.453315003691058,-0.449120629802722
"chr3-157105001-157110000",-0.77810401372146,0.798154823104075,-0.536021877888187,-0.139419284585755,-0.554684697069267,-0.43682562475049
"chr3-157110001-157115000",-0.803561173408653,0.810285431559673,-0.589489240216739,-0.337246568345584,-0.463158510956011,-0.434964425275403
"chr3-157115001-157120000",-0.821222012519351,0.755657808773414,-0.314683200357097,-0.0912999264427539,-0.382457993519953,-0.39758461203555
"chr3-157280001-157285000",0.774637107422117,-0.829431865872878,-0.0631450831037337,0.0305540946203825,0.012583850988509,-0.17001427455196
"chr3-157440001-157445000",0.786758279347241,-0.355594284229773,-0.0795497526555386,-0.0392608248094888,-0.107665999214791,-0.0480482448243996
"chr3-157520001-157525000",0.82721372030152,-0.458403597588892,-0.106738238285855,-0.0594549702907886,-0.0821950531456792,-0.0721715464919379
"chr3-157545001-157550000",0.786366546778228,-0.305825002468692,-0.105720780701229,-0.149212275709707,-0.0477052848449754,-0.0642524985314574
"chr3-157590001-157595000",0.783217675239811,-0.290818276914282,-0.0611672009898651,-0.170189346410201,-0.0998998240354604,-0.11373528900835
"chr3-158335001-158340000",-0.118401489939016,-0.156526825993856,-0.134050815242826,-0.0773231728247722,-0.0220454507828091,0.834417873786662
"chr3-158810001-158815000",-0.170360481457219,-0.124071454563397,-0.0942551252123057,0.00538628877508187,-0.133746482605086,0.83532147821294
"chr3-158815001-158820000",-0.124070435914488,-0.189146183709241,-0.0947156628667275,0.0389090537711771,-0.0704512813546972,0.858039415332039
"chr3-159600001-159605000",-0.743537498109985,0.813806225777216,-0.522253316320505,-0.152298439339622,-0.343462268411223,-0.377007869368262
"chr3-159620001-159625000",-0.810720749225598,0.830854632372412,-0.53219356104823,-0.169033536562026,-0.401880085696781,-0.319117044276028
"chr3-159650001-159655000",-0.758709590028932,0.812772658488872,-0.396565869171725,-0.287075090430296,-0.405671504160852,-0.455486696990213
"chr3-159975001-159980000",-0.743739016594152,0.799097559695832,-0.661175423305699,-0.151932788776357,-0.409529956645125,-0.295653041739783
"chr3-160195001-160200000",0.772344522917625,-0.336558323393471,-0.0605597809796037,-0.0436900167684544,-0.00565179952233965,-0.15923510446315
"chr3-160575001-160580000",-0.705947585146124,0.790571208554707,-0.402607837044911,-0.125729741270613,-0.230673462531708,-0.256464075715015
"chr3-160805001-160810000",-0.770536758012166,0.770025115460396,-0.710154393358413,-0.320114634561647,-0.434967454866729,-0.450077464042423
"chr3-160980001-160985000",-0.125055393391284,-0.14359553643673,-0.0968038670356969,-0.119977343713979,0.0172076684006455,0.805754156612907
"chr3-161350001-161355000",0.765316116075227,-0.255402860990234,-0.0715299055016145,-0.0476149976909238,-0.0567938787992655,-0.148809811016289
"chr3-161385001-161390000",-0.0607550404304906,-0.294517017300769,-0.0307999022899257,-0.11902231783255,-0.0539866084254509,0.822425092674296
"chr3-164450001-164455000",0.96124685375832,-0.960471990222684,-0.330206256456798,-0.161602397617908,-0.141418981688982,-0.203344969458984
"chr3-164485001-164490000",0.860124310129883,-0.534778512713567,-0.098680733747197,-0.0097721029682414,-0.0588236279529548,-0.200580983438025
"chr3-165385001-165390000",0.775657561684625,-0.427359088037884,-0.0439032258823834,-0.0456150309111702,-0.0352995399709893,-0.0933031575494482
"chr3-167300001-167305000",-0.717588337858655,0.753832661726664,-0.48018430201351,-0.210965023356346,-0.206203992043149,-0.33063154369689
"chr3-167480001-167485000",-0.0980065788348695,-0.14995259307462,-0.0374662978748551,-0.0752194148869449,0.0110577389658097,0.783167396632915
"chr3-168025001-168030000",-0.805930653587924,0.761920257302914,-0.560847396418592,-0.31489395563539,-0.312659286016544,-0.128414700531474
"chr3-168155001-168160000",-0.0990225253328474,-0.228384935617768,-0.0544489205260521,-0.116184787970098,-0.0422360362319793,0.840076276963014
"chr3-168425001-168430000",-0.114664476352668,-0.173183117476555,-0.0101719027011214,-0.102454153401242,-0.00207078920852476,0.792021014018185
"chr3-168820001-168825000",-0.0764153887313148,-0.299618060107647,0.78652406607555,0.0230349946124598,-0.08936419952413,-0.0272896044517486
"chr3-169115001-169120000",-0.114242142801251,-0.222690221044248,0.813128505206363,-0.135389434026795,-0.0696072711836871,-0.0855568639855919
"chr3-169450001-169455000",0.751290928000159,-0.807809800971519,0.0380161112956274,0.00761867821443112,-0.0506024177277383,-0.0840157779350124
"chr3-169455001-169460000",0.760153092666592,-0.787255460732114,0.0347058330024541,-0.251249580039677,-0.0653967617318497,-0.141355568003246
"chr3-169920001-169925000",-0.684442007539241,0.760826231890247,-0.336035748276035,-0.128319227889716,-0.14305387700972,-0.218544504874227
"chr3-170595001-170600000",-0.487727054366635,0.764264362567995,-0.201526649196198,-0.175192507041941,-0.157127511322168,-0.19295612918342
"chr3-170705001-170710000",0.856587565509662,-0.425004726248328,-0.0960892548668464,-0.0113172611143854,-0.213862820822892,-0.146741119038334
"chr3-170725001-170730000",0.834309635715819,-0.392067266204913,-0.127044422508937,0.00319221841887016,-0.075225440794163,-0.124179066957416
"chr3-171300001-171305000",-0.535621564505906,0.78839792348199,-0.392502743152082,-0.0893779407915133,-0.161511221903749,-0.156778215572144
"chr3-171395001-171400000",-0.684097018628067,0.777539380395548,-0.754091855116146,-0.234794549673919,-0.324915325582097,-0.52740004537046
"chr3-171970001-171975000",0.762799336405814,-0.307648578356477,-0.113064343021058,-0.0729139078365159,-0.169229103645826,0.0349298447061232
"chr3-172680001-172685000",-0.50091040277146,0.767975998989542,-0.17291192143478,-0.0747749811282165,-0.357496855378599,-0.113208999154557
"chr3-172685001-172690000",-0.845368324835954,0.801124786445313,-0.469010801832258,-0.158977445472503,-0.401271833462771,-0.392442564596073
"chr3-173615001-173620000",-0.719319364064534,0.779098865524056,-0.715562242873036,-0.212744898475649,-0.313832089443703,-0.399383514741045
"chr3-174330001-174335000",-0.166227089073493,-0.0897104794206444,-0.0621825104305635,-0.160188982951496,-0.0510949142532215,0.781324144315336
"chr3-174335001-174340000",-0.108833161252326,-0.1250410320759,-0.107991584498849,-0.13603286479861,-0.0655275799505741,0.813114521341344
"chr3-175255001-175260000",0.817641994677489,-0.397795261800795,-0.148906517302402,-0.0891509144778939,-0.0263509755157864,-0.115413240183398
"chr3-175300001-175305000",0.828127329266581,-0.387737305385161,-0.105358524992241,-0.0792856677563455,-0.113257026915528,-0.172209120346984
"chr3-175430001-175435000",0.823794047040449,-0.524583027089174,-0.14656442449895,-0.19189579842298,-0.00769166361909532,-0.162864940180691
"chr3-176950001-176955000",-0.706942630676328,0.814276291809569,-0.773563623301674,-0.289362725777357,-0.631483230793684,-0.680830707541052
"chr3-177380001-177385000",-0.358087558589587,0.762741736375168,-0.170933875818634,-0.0945386368970569,-0.204342962136694,-0.0583489750666642
"chr3-177425001-177430000",-0.109184051883218,-0.117672397927221,-0.0903588623062215,-0.133211008907737,-0.00679476467798411,0.789057963505877
"chr3-177740001-177745000",-0.726677490499449,0.76225887878937,-0.439237110332041,-0.0333022771886564,-0.172870390680492,-0.347642218890013
"chr3-177745001-177750000",-0.769568927113683,0.81831351309448,-0.636234900088808,-0.328464638227292,-0.345265475642253,-0.479156329723374
"chr3-178295001-178300000",0.774617088721963,-0.283424380404273,-0.0901686583462665,0.0248264673677979,-0.075303105577293,-0.123168362616063
"chr3-178365001-178370000",-0.717639156508377,0.774403861892965,-0.573423436262822,-0.125787073457865,-0.157847102291263,-0.309845370537681
"chr3-179265001-179270000",-0.150386073155294,-0.196254868996771,0.803021747759584,0.0363563331937629,-0.0745092114939975,-0.0465222796009463
"chr3-179335001-179340000",-0.726514800819506,0.801739830180576,-0.391918547758697,-0.129926708937299,-0.427374124268984,-0.261770230393414
"chr3-179415001-179420000",-0.595184556682089,0.755658116835302,-0.293764043506649,-0.0856005415473542,-0.163752202678493,-0.121277715910671
"chr3-179655001-179660000",-0.813941336222148,0.818318593019399,-0.430890831463799,-0.274555468466255,-0.355831861341674,-0.306616431479755
"chr3-179660001-179665000",-0.850131201438679,0.849768643358208,-0.474214318929882,-0.289162047048363,-0.516220304667404,-0.34863054969496
"chr3-179665001-179670000",-0.730538017621419,0.772319380251801,-0.681635875833208,-0.155085402573295,-0.311942848783519,-0.645326043268411
"chr3-179705001-179710000",-0.726870893085925,0.784392665258525,-0.345441865255123,-0.101893733390529,-0.334739843365692,-0.288341525935612
"chr3-179710001-179715000",-0.784375217277735,0.806859805813681,-0.614431611010284,-0.0896932725297379,-0.483026178032962,-0.329444461740723
"chr3-179730001-179735000",-0.7481955861898,0.848301386694662,-0.790503063578598,-0.352069929812367,-0.635239352986159,-0.529482357486232
"chr3-179815001-179820000",-0.692153626992117,0.750348077205865,-0.425105402837169,-0.114155153610712,-0.175097167008468,-0.272413147761879
"chr3-181355001-181360000",-0.746114254166406,0.807159949863343,-0.49388292124038,-0.297302054639098,-0.3834630036279,-0.376046342387343
"chr3-181360001-181365000",-0.717462908672488,0.77195420804808,-0.536787482966929,-0.204570839679479,-0.341800816803807,-0.392508377312853
"chr3-181750001-181755000",-0.0502580172373614,-0.0911990230763298,0.0227273295280267,0.810003800646953,-0.0235675791965754,-0.0327880257107968
"chr3-182210001-182215000",0.790310115655376,-0.466395342156442,-0.0614513055821206,0.028366212358514,-0.0316530039297843,-0.122013003215766
"chr3-182240001-182245000",0.793209903923183,-0.420435008315928,-0.352865671297571,0.118573406281983,-0.0598304102842818,-0.297014267086707
"chr3-182365001-182370000",0.0451203414908533,-0.190680391605266,-0.00368175407509322,0.804254118436581,0.00156217789527859,-0.0556643867509282
"chr3-183620001-183625000",-0.541401678161828,0.820648777297433,-0.310924318482593,-0.186371290431548,-0.295482392399356,-0.321306748189908
"chr3-183625001-183630000",-0.706419646374544,0.752558055492289,-0.735588176677464,-0.113174394107301,-0.141756180643877,-0.432152636360664
"chr3-183640001-183645000",-0.718379160963561,0.78033529806922,-0.399158203308504,-0.149824861485513,-0.242740164257703,-0.28759139090222
"chr3-184470001-184475000",-0.164232789115065,-0.301564013006131,0.117181921514468,-0.0853241223770732,-0.0296704528955619,0.777272986061212
"chr3-184475001-184480000",-0.222216100230712,-0.234510589977373,-0.0991872611062263,-0.0537142566254127,-0.101358362395579,0.92375025718967
"chr3-184480001-184485000",-0.0519655721740429,-0.182353888196465,-0.109915877876618,0.10453665982927,-0.145889202196397,0.789321643182778
"chr3-184490001-184495000",-0.14999830959748,-0.2252178326267,-0.0905747466658325,0.0837910318312017,-0.0686797596799733,0.866475114259529
"chr3-184625001-184630000",-0.537182806490948,0.753450383301077,-0.309391576798158,-0.0304166044205265,-0.171245623173164,-0.338452162702961
"chr3-184815001-184820000",-0.787824939265168,0.823136599154978,-0.540076168294293,-0.304726678964268,-0.405935926394862,-0.382962481010849
"chr3-184820001-184825000",-0.798855508150683,0.76615695203991,-0.538815552327809,-0.176210947763613,-0.209152748133623,-0.161848182367292
"chr3-185330001-185335000",-0.13608034862329,-0.147693932141787,-0.00640065919924961,0.0300294867939259,-0.0837759683515689,0.802000315763525
"chr3-185500001-185505000",-0.518577588551244,0.752959130004665,-0.200946696794835,-0.214125541326961,-0.250947653779603,-0.264918208487217
"chr3-185535001-185540000",0.792314916370583,-0.675484384399468,-0.0856004993022132,-0.0954266860304804,-0.168708516554873,0.0301048380247262
"chr3-185560001-185565000",-0.164513981373022,-0.115336499094897,-0.0523090591006826,-0.0234480082859805,-0.218153289301725,0.815365997046165
"chr3-185655001-185660000",0.835915593528244,-0.613342561080986,-0.273761075540136,-0.0242310793258549,-0.172362590290765,-0.233273286662853
"chr3-185835001-185840000",-0.47201629433519,0.752207531075748,-0.0831250382304093,-0.143985418890304,-0.214972943635646,-0.11193798137147
"chr3-186185001-186190000",-0.305030436633879,-0.0217482664016715,-0.153774038283789,0.0755400334098111,-0.0747039965630135,0.774301635383556
"chr3-186215001-186220000",-0.834704014656575,0.853623314504068,-0.705433670559692,-0.121839057367221,-0.377350523507816,-0.459953757056939
"chr3-186235001-186240000",-0.803221546591176,0.805760790057465,-0.433345677320499,-0.275877009536412,-0.313654373340304,-0.292101643196695
"chr3-186365001-186370000",-0.776054604699619,0.820403150101538,-0.707964547040959,-0.205789234535178,-0.406605121149227,-0.282519308885185
"chr3-186440001-186445000",-0.858551958105408,0.838449078181961,-0.446871046713047,-0.292790492398636,-0.344185516724448,-0.424184561246347
"chr3-186595001-186600000",-0.78234360623506,0.876997241570028,-0.694995624245756,-0.198401696299151,-0.542569577117546,-0.557720371652748
"chr3-186695001-186700000",-0.741856453134763,0.782853777297229,-0.357516210712386,-0.126241450550299,-0.330802304392154,-0.250084099872183
"chr3-186750001-186755000",-0.565933854408634,0.76670328893222,-0.221903729008519,-0.0740676726260692,-0.248601592311384,-0.272895973594758
"chr3-186885001-186890000",-0.666109242409194,0.78484320170187,-0.304925168387506,-0.0979297547115838,-0.273444694533618,-0.138581344028247
"chr3-186935001-186940000",-0.786994256965504,0.751043856437189,-0.340814451746949,-0.118117136783221,-0.207684053253519,-0.364228962267471
"chr3-186990001-186995000",-0.770611306306615,0.767551507154717,-0.404749757059701,-0.305573224032621,-0.545039852752527,-0.131208312924958
"chr3-187185001-187190000",-0.68417310815964,0.772472898516834,-0.839831864278872,-0.363260067758986,-0.399506006153909,-0.417306507911642
"chr3-187210001-187215000",0.753087563970339,-0.251091616018986,-0.154977775467589,-0.20319273938227,0.0104407653051154,-0.109435546185906
"chr3-187405001-187410000",0.81145479132175,-0.340745438920062,-0.176949442624064,0.0330731329631405,-0.00427851071731966,-0.117601045978566
"chr3-187520001-187525000",0.791012951277239,-0.553112231405001,-0.0454596852928564,-0.0779993598886334,0.00900045091243246,-0.163599502601261
"chr3-187780001-187785000",-0.710912761074192,0.840373678840791,-0.307102802874298,-0.0936041410939216,-0.2897952332985,-0.408351620675373
"chr3-187945001-187950000",-0.754389473862576,0.829084596303407,-0.758360806512718,-0.180558698676756,-0.52138560308798,-0.647070979466443
"chr3-187980001-187985000",-0.757000027594641,0.790053743528285,-0.661231695864284,-0.154392770925125,-0.219774595699497,-0.465529165830483
"chr3-188110001-188115000",-0.716229208850194,0.770264875050442,-0.382879909968876,-0.255483972485516,-0.153787028954366,-0.328416582630378
"chr3-188125001-188130000",-0.719316298328637,0.765965361130682,-0.42823243206655,-0.105940591237221,-0.285473302728594,-0.181848885742874
"chr3-188180001-188185000",-0.72728707905742,0.776233011668251,-0.518906804132992,-0.10185521279691,-0.232487324175175,-0.352663875127926
"chr3-188195001-188200000",-0.768699488903188,0.76245189354119,-0.600875713973955,-0.0852790908663527,-0.331430989436786,-0.24467782597456
"chr3-188595001-188600000",-0.69573160531967,0.750871046013016,-0.4584108251007,0.0483739880662615,-0.1814108011412,-0.52670070553044
"chr3-189185001-189190000",0.827841642414127,-0.452612747314938,-0.274499473447684,0.0202918241710928,-0.00865628718281344,-0.147417218127832
"chr3-189455001-189460000",0.823427830058427,-0.654403481881552,-0.0815306326247294,0.0183966117042323,-0.0466143852037667,-0.116781585889946
"chr3-190485001-190490000",-0.779505742710624,0.800427124700199,-0.519285683647235,-0.304312664667551,-0.307269108739985,-0.447416738175245
"chr3-190490001-190495000",-0.75732622034017,0.808739982389777,-0.643702177094268,-0.18136634502876,-0.472152686963174,-0.347974971948198
"chr3-190495001-190500000",-0.713629819787383,0.757946282933657,-0.677906658743003,-0.0642982630557181,-0.292701387569372,-0.254345667445593
"chr3-190615001-190620000",-0.0915527494344555,-0.160544864931944,-0.0660490108542792,0.136285341929805,0.00384129827825395,0.769049348622072
"chr3-190770001-190775000",-0.806120309791164,0.80062157001057,-0.30851192819545,-0.252036896198949,-0.256034950871575,-0.309412320583567
"chr3-190805001-190810000",-0.715497772122113,0.756522474685731,-0.587322483913221,-0.141659621774483,-0.310131236377119,-0.300533648960585
"chr3-191245001-191250000",-0.0177530246110008,-0.225468455229336,0.00327775872585932,0.0351556533188655,-0.120360483559722,0.762608334509897
"chr3-192060001-192065000",-0.0772623107081829,-0.199329437974104,0.787327825764335,-0.121198884213113,-0.0664593263852454,-0.110087613037123
"chr3-192485001-192490000",-0.71236263635343,0.760380299203863,-0.282588027344246,-0.251557953899359,-0.238138429978514,-0.315134547902446
"chr3-192500001-192505000",-0.725741348367262,0.793076655955495,-0.333991369363897,-0.068618988501775,-0.304310691332183,-0.244106523200273
"chr3-192575001-192580000",-0.708511891042716,0.772310316231413,-0.373232518076273,-0.136586837667213,-0.267287305528535,-0.368534848513777
"chr3-192595001-192600000",-0.482213894469141,0.762077988176006,-0.38480670822492,-0.075962069748606,-0.194190427642324,-0.151021051485755
"chr3-192635001-192640000",-0.782223403196378,0.852860097702145,-0.756236508394768,-0.367756204786643,-0.536685878742021,-0.639640485413987
"chr3-192650001-192655000",-0.736438238585319,0.795005520456519,-0.359300864738841,-0.246753130084911,-0.264998024401006,-0.300473318290944
"chr3-192655001-192660000",-0.807229889075171,0.826030708073342,-0.69338091996978,-0.140039177254289,-0.261600275510984,-0.293649798120037
"chr3-192685001-192690000",-0.796361675147653,0.798406014507452,-0.334575132083942,-0.25350520030825,-0.244924818169491,-0.236532895342149
"chr3-192705001-192710000",-0.701915064028943,0.763788606723459,-0.378796735269748,-0.137293251979563,-0.295186336126236,-0.265002776163492
"chr3-192720001-192725000",-0.592627906364192,0.761580382712852,-0.228899573592767,-0.194315777636247,-0.15899834821946,-0.157560016563581
"chr3-192930001-192935000",-0.0927073493509852,-0.226461166876536,-0.00346857767530494,0.131835783242,-0.0942041548794496,0.80588806889434
"chr3-192940001-192945000",0.779493509319225,-0.900928792363731,-0.118949430178874,-0.136091574306154,0.106765164512509,-0.213080951701536
"chr3-193655001-193660000",-0.494413410147133,0.788528064106467,-0.244678610993624,-0.178935316926649,-0.370848599744495,-0.134080334430914
"chr3-193830001-193835000",-0.741245013726014,0.752346543290126,-0.473236197282901,-0.0287449601379219,-0.32303680913865,-0.116962241271591
"chr3-193860001-193865000",-0.790184667114132,0.752903506785421,-0.330278092597179,-0.186962470727959,-0.282377433377132,-0.509517853965156
"chr3-194155001-194160000",-0.595832557272755,0.790299036755958,-0.15164888479706,-0.0319980920427427,-0.244010954369753,-0.156293645112997
"chr3-194235001-194240000",-0.407768011277453,0.760214273826427,-0.23265651110128,-0.120568480703229,-0.17746456943693,-0.0523228134826141
"chr3-194320001-194325000",-0.719786998211089,0.793156314514204,-0.732773924447141,-0.160887683533581,-0.569265094429954,-0.459878615058739
"chr3-194325001-194330000",-0.585790772172258,0.777450880762569,-0.294292690702123,-0.152372406450487,-0.46968351757663,-0.23022607334567
"chr3-194475001-194480000",-0.712245516085777,0.770363254799367,-0.533429622507143,-0.0456320336253267,-0.427615949870831,-0.450093122335624
"chr3-194545001-194550000",-0.521878596966472,0.755325379867806,-0.139168280287147,-0.174592226656969,-0.184559878365695,-0.124072843553365
"chr3-194550001-194555000",-0.560764155778172,0.760301585519608,-0.299631386080337,-0.0255642627149324,-0.146148023582692,-0.304804220380885
"chr3-194640001-194645000",-0.102471095827868,-0.166493778959587,0.785883616727767,-0.179251956186188,-0.0806579321430461,-0.133160537364338
"chr3-195080001-195085000",-0.847188791569737,0.773132807753997,-0.343322327303603,-0.358284881439104,-0.367352654688599,-0.67070903943773
"chr3-195590001-195595000",0.770323973569148,-0.395659877353262,-0.0980191304145319,-0.0274572010174199,0.0489128036811382,-0.133468011438091
"chr3-196015001-196020000",-0.399190141358048,0.769638678867277,-0.251379590655473,-0.139044350751254,-0.1689337289209,-0.0825942298907212
"chr3-196270001-196275000",-0.607894310261786,0.779418973596564,-0.216135603485471,-0.0531126672909813,-0.245710112541134,-0.235060111167247
"chr3-196420001-196425000",-0.692514643394527,0.785007798515046,-0.62322800063799,-0.165565494214654,-0.365476777768826,-0.406774270798105
"chr3-196515001-196520000",-0.718018972216067,0.781241210095167,-0.387722599088349,-0.130248112516995,-0.284604816345814,-0.281164409883899
"chr3-196620001-196625000",-0.200909245926978,-0.365073057135176,0.00627319033393297,0.41955522536435,-0.124179725200279,0.813880574873606
"chr3-196625001-196630000",-0.120817098792767,-0.17161911297235,-0.032641491796374,0.140678065372349,-0.0978319440354464,0.805597338719625
"chr3-196635001-196640000",-0.345983675071679,-0.151788316309693,0.0893865680994794,-0.0248606164551882,-0.138011989170564,0.761719746116498
"chr3-196640001-196645000",-0.166732832437654,-0.206281522984062,0.121828786576891,-0.143888956166568,-0.140127467972112,0.75744411824931
"chr3-196810001-196815000",-0.629821952665205,0.815810479277962,-0.381047282468354,-0.215852651665853,-0.246724809528078,-0.219232094078335
"chr3-197375001-197380000",0.784823101375294,-0.349206130919753,-0.121151848712477,-0.0401651705679438,-0.0109454805941782,-0.0825340738431077
"chr4-510001-515000",-0.432089551930563,0.852857963221539,-0.202194738869799,-0.108458407438339,-0.284722522447242,-0.261595196633488
"chr4-830001-835000",-0.290057303240791,0.760875651661044,-0.170791951447234,-0.110597091777403,-0.286397265511753,-0.132091646685192
"chr4-835001-840000",-0.499946255753989,0.812779977543753,-0.270938493646802,0.0277414306203305,-0.354365471412499,-0.33324939641462
"chr4-1175001-1180000",-0.680724672617744,0.788845937142933,-0.485126460329409,-0.280693684019645,-0.412948818076645,-0.383769063517229
"chr4-1200001-1205000",0.793352459711538,-0.481823489845663,-0.154519037179968,-0.100953796334654,-0.122239190313445,-0.0175924069835001
"chr4-1540001-1545000",-0.119643426864705,-0.162666288192056,0.809402256813495,-0.0921669845448914,-0.183661810628383,-0.114593386285846
"chr4-1545001-1550000",-0.079287308577653,-0.173351537465538,0.773592081356133,0.0206703674557862,-0.0671993790895325,-0.161098661859256
"chr4-1665001-1670000",-0.56489189526868,0.79816602571028,-0.220721174668702,-0.159643479343584,-0.17581797798542,-0.167812703661899
"chr4-1840001-1845000",-0.784613396109168,0.830927943803083,-0.505013135410753,-0.285958090157801,-0.318029094271483,-0.380496715375758
"chr4-1850001-1855000",-0.666690656166893,0.751317078521663,-0.473532480299851,-0.254472617806631,-0.21063712878081,-0.172635600973676
"chr4-1960001-1965000",-0.439897230187493,0.777357858010641,-0.233547659183789,-0.159645580803432,-0.187832630787088,-0.139483180918088
"chr4-3200001-3205000",0.805113606788405,-0.309707880495354,-0.207092766056475,0.029528141852205,-0.108998480800347,-0.0821666407144004
"chr4-3270001-3275000",-0.517449416026483,0.787720644247427,-0.339649644838221,-0.174070180874823,-0.124301816869217,-0.146232143790001
"chr4-3460001-3465000",-0.818119818910446,0.848144340046664,-0.725259928784779,-0.232568973046595,-0.728566418418136,-0.739690134721627
"chr4-3465001-3470000",-0.864929457282903,0.89541147808004,-0.781708114709755,-0.304587747974243,-0.692475750304222,-0.729057174073324
"chr4-3470001-3475000",-0.839989882508914,0.913457347962082,-0.617540429461092,-0.149810059867147,-0.480074620628122,-0.459917403205655
"chr4-3475001-3480000",-0.549417471717451,0.755010544670537,-0.255873658117632,-0.111850826229676,-0.291879765643145,-0.285661690454302
"chr4-3480001-3485000",-0.810706313368884,0.847338599584092,-0.714958628206666,-0.47973739782075,-0.727894709908242,-0.784343667817707
"chr4-4380001-4385000",-0.576549639959332,0.762114045641902,-0.248291115927328,-0.0749375111014875,-0.267631218011336,-0.125815515070822
"chr4-5045001-5050000",-0.13707969463748,-0.171417346455038,-0.0274537907492876,0.0763195376467815,-0.22009296457671,0.840757534130779
"chr4-5745001-5750000",0.801364116186748,-0.401663869663485,-0.111406921083052,0.0144206807848941,-0.00129114970268338,-0.195850343834438
"chr4-5785001-5790000",0.855543414679336,-0.350888596651547,-0.142544618803963,-0.0492523294997705,-0.225559735063836,-0.17260068415176
"chr4-6515001-6520000",-0.378033175106191,0.779915314803893,-0.336196821479721,-0.14212268202091,-0.150927435572666,-0.152684188599828
"chr4-6550001-6555000",-0.478593490449202,0.790229825527381,-0.224613557977581,-0.159433663240478,-0.155716174206763,-0.191585707928894
"chr4-6695001-6700000",-0.631841807879728,0.774398913173723,-0.235137319719215,-0.0912931458962468,-0.212787789631231,-0.224591784990384
"chr4-6770001-6775000",-0.825241708359825,0.825573907280822,-0.768799134735444,-0.179947605884897,-0.322427224087436,-0.668396988588822
"chr4-6855001-6860000",-0.664683030118036,0.771495317571955,-0.620868043802698,-0.282993042885186,-0.384739273329285,-0.296219949992697
"chr4-6860001-6865000",-0.333119954186937,0.796563293360405,-0.268294609897143,-0.112503884602394,-0.156369807031544,-0.182542955216728
"chr4-6935001-6940000",-0.239462591013236,-0.137070914310656,-0.0317213475568209,-0.0356673904963939,-0.327139812141438,0.834855210292588
"chr4-6960001-6965000",-0.153331460988822,-0.0733180343513792,-0.0932664495959447,-0.0324573147136562,-0.056332669513475,0.779699044964363
"chr4-7050001-7055000",-0.584315245191281,0.753057141104654,-0.411726948142915,-0.0403507197621008,-0.386035137316454,-0.142734321893535
"chr4-7235001-7240000",-0.781684665966767,0.802207703366744,-0.264848140321194,-0.227482169892369,-0.225737618068806,-0.386604132984858
"chr4-7255001-7260000",-0.791936171704719,0.801458762461554,-0.750338029625825,-0.202278928033246,-0.111326496704866,-0.463273994875709
"chr4-7355001-7360000",-0.732967693790944,0.833244482509474,-0.678528373350032,-0.0945829803451542,-0.357610783510038,-0.229456806437907
"chr4-7365001-7370000",-0.839050836289008,0.871552089322217,-0.546007078948577,-0.0841575861763784,-0.374190867783909,-0.426956421714623
"chr4-7380001-7385000",-0.50843485037324,0.777852315723355,-0.255435219082973,0.033386212380455,-0.289333666249232,-0.161966969610797
"chr4-7395001-7400000",-0.484624032740635,0.793950859350178,-0.203678972305849,-0.0399862129385472,-0.217906691266733,-0.151537849526648
"chr4-7400001-7405000",-0.860587745444201,0.903170735816464,-0.374959234906104,-0.074750873063567,-0.228869758727746,-0.258896347682714
"chr4-7515001-7520000",-0.60508984954265,0.75690064445926,-0.488783636408442,0.0527001799744326,-0.387091067749558,-0.1821260764486
"chr4-7560001-7565000",-0.344314851639597,0.755173386681087,-0.240497073411711,0.0237693852137686,-0.126645428094761,-0.177603135559845
"chr4-7595001-7600000",-0.825866611551125,0.840091234129868,-0.383227857177696,-0.223065069603351,-0.231858068415859,-0.216813086198245
"chr4-7625001-7630000",-0.268711107937891,0.754897518912719,-0.313288990594991,0.0625137496918285,-0.253557838929992,-0.0607751980353703
"chr4-7635001-7640000",-0.21605018852035,-0.122709800890521,-0.0745929085184046,0.0676447091054907,-0.0458299978707154,0.820682521161699
"chr4-7650001-7655000",-0.0543241053576724,-0.203507537828742,-0.0965511600202593,0.0955978177372367,-0.136366579281444,0.815360126308219
"chr4-7810001-7815000",0.774833804727718,-0.301292809957041,-0.205939738194777,-0.164401310104097,-0.0211062221499678,-0.147241292593707
